ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2024-08-01T13:36:32.492082308Z,2024-08-01T13:36:32.491911683Z,10,2,38,T,A,0,222.81,190,0,170625,46542624,222.81,222.83,421,36,4,2,222.8,222.84,100,300,1,3,222.79,222.86,135,100,3,1,222.78,222.87,227,110,4,2,222.77,222.89,240,100,5,1,222.76,222.9,310,300,4,3,222.75,222.91,240,300,6,3,222.74,222.92,410,219,5,3,222.73,222.93,215,100,4,1,222.72,222.94,219,317,3,5,AAPL
2024-08-01T13:36:32.492082308Z,2024-08-01T13:36:32.491911683Z,10,2,38,T,A,0,222.81,10,0,170625,46542625,222.81,222.83,231,36,3,2,222.8,222.84,100,300,1,3,222.79,222.86,135,100,3,1,222.78,222.87,227,110,4,2,222.77,222.89,240,100,5,1,222.76,222.9,310,300,4,3,222.75,222.91,240,300,6,3,222.74,222.92,410,219,5,3,222.73,222.93,215,100,4,1,222.72,222.94,219,317,3,5,AAPL
2024-08-01T13:36:32.492082308Z,2024-08-01T13:36:32.491911683Z,10,2,38,T,A,0,222.81,100,0,170625,46542626,222.81,222.83,221,36,2,2,222.8,222.84,100,300,1,3,222.79,222.86,135,100,3,1,222.78,222.87,227,110,4,2,222.77,222.89,240,100,5,1,222.76,222.9,310,300,4,3,222.75,222.91,240,300,6,3,222.74,222.92,410,219,5,3,222.73,222.93,215,100,4,1,222.72,222.94,219,317,3,5,AAPL
2024-08-01T13:36:32.492082308Z,2024-08-01T13:36:32.491911683Z,10,2,38,T,A,0,222.81,121,0,170625,46542627,222.81,222.83,121,36,1,2,222.8,222.84,100,300,1,3,222.79,222.86,135,100,3,1,222.78,222.87,227,110,4,2,222.77,222.89,240,100,5,1,222.76,222.9,310,300,4,3,222.75,222.91,240,300,6,3,222.74,222.92,410,219,5,3,222.73,222.93,215,100,4,1,222.72,222.94,219,317,3,5,AAPL
2024-08-01T13:36:32.492082308Z,2024-08-01T13:36:32.491912675Z,10,2,38,A,N,0,222.83,10,130,169633,46542628,222.8,222.83,100,46,1,3,222.79,222.84,135,300,3,3,222.78,222.86,227,100,4,1,222.77,222.87,240,110,5,2,222.76,222.89,310,100,4,1,222.75,222.9,240,300,6,3,222.74,222.91,410,300,5,3,222.73,222.92,215,219,4,3,222.72,222.93,219,100,3,1,222.71,222.94,1163,317,7,5,AAPL
